DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
6/2/2025,Internet Banking E-TRANSFER 105481162005 Cash Money,,500,
5/30/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.76,,
5/30/2025,Branch Transaction OVER LIMIT FEE,10,,
5/30/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
5/28/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
5/28/2025,Internet Banking E-TRANSFER 105473404655 SEMIR G ABDELLA,115,,
5/26/2025,Internet Banking E-TRANSFER 105470123799 Isaac A,104.1,,
5/26/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 514406391667,405.18,,
5/23/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,77.59,,
5/23/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
5/23/2025,Internet Banking E-TRANSFER 105467411281 Isaac A,500,,
5/23/2025,Internet Banking E-TRANSFER 105467406330 Jenny Phan,1650,,
5/23/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.87,
5/21/2025,Internet Banking INTERNET TRANSFER 000000139285,,430,
5/21/2025,Internet Banking INTERNET TRANSFER 000000122387,976.98,,
5/21/2025,Internet Banking E-TRANSFER 105464144597 YISEHAK ABDELLA,,1100,
5/20/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,48.02,,
5/20/2025,Internet Banking E-TRANSFER 105460282430 Isaac A,75,,
5/13/2025,Internet Banking INTERNET TRANSFER 000000120784,504.56,,
5/13/2025,Internet Banking E-TRANSFER 105454374012 YISEHAK ABDELLA,,600,
5/13/2025,Internet Banking INTERNET TRANSFER 000000134391,,45,
5/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
5/9/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
5/9/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,81.15,,
5/9/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
5/9/2025,Internet Banking FULFILL REQUEST 105449869925 Cash Money,150,,
5/9/2025,Internet Banking INTERNET TRANSFER 000000130728,15,,
5/9/2025,Internet Banking INTERNET TRANSFER 000000130055,88.72,,
5/9/2025,Internet Banking E-TRANSFER 105449828475 Isaac A,720,,
5/9/2025,Internet Banking INTERNET TRANSFER 000000104520,500,,
5/9/2025,Internet Banking FULFILL REQUEST 105449820526 Cash Money,758.35,,
5/9/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.07,
5/7/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
5/7/2025,Internet Banking INTERNET TRANSFER 000000226402,20,,
5/7/2025,Internet Banking INTERNET TRANSFER 000000225885,87.96,,
5/7/2025,Internet Banking E-TRANSFER 105446877344 YISEHAK ABDELLA,,66.38,
5/2/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 512254373724,5.59,,
5/2/2025,Internet Banking INTERNET TRANSFER 000000118424,47.91,,
5/2/2025,Internet Banking E-TRANSFER 105439029492 YISEHAK ABDELLA,,122.91,
5/2/2025,Internet Banking INTERNET TRANSFER 000000115248,53.39,,
5/2/2025,Internet Banking INTERNET TRANSFER 000000121848,152.81,,
5/2/2025,Internet Banking E-TRANSFER 105438934564 YISEHAK ABDELLA,,230.69,
5/1/2025,Internet Banking INTERNET TRANSFER 000000117649,,3,
4/30/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.88,,
4/30/2025,Branch Transaction OVER LIMIT FEE,5,,
4/30/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
4/28/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
4/28/2025,Internet Banking E-TRANSFER 105432582806 Isaac A,110,,
4/28/2025,Internet Banking INTERNET TRANSFER 000000236059,,35,
4/28/2025,Point of Sale - Interac RETAIL PURCHASE 511622561901 BURGER KING #13,28.2,,
4/28/2025,Point of Sale - Interac RETAIL PURCHASE 000014320747 SPINNAKERS BREW,15.5,,
4/25/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,78.79,,
4/25/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
4/25/2025,Internet Banking E-TRANSFER 105429733826 Shawn Gerty,75,,
4/25/2025,Internet Banking E-TRANSFER 105429519512 Isaac A,120,,
4/25/2025,Internet Banking INTERNET TRANSFER 000000128958,109.66,,
4/25/2025,Internet Banking INTERNET TRANSFER 000000134296,1690,,
4/25/2025,Internet Banking FULFILL REQUEST 105429486910 Cash Money,156,,
4/25/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.87,
4/25/2025,Internet Banking E-TRANSFER 105428693415 SEMIR G ABDELLA,195,,
4/24/2025,Internet Banking INTERNET TRANSFER 000000202568,,121.44,
4/24/2025,Internet Banking E-TRANSFER 105428238857 Cash Money,,44.27,
4/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 511406459165,405.18,,
4/21/2025,Internet Banking E-TRANSFER 105423878166 Cash Money,,100,
4/21/2025,Point of Sale - Interac RETAIL PURCHASE 511020211097 SAVE ON FOODS 2,96.74,,
4/21/2025,Internet Banking E-TRANSFER 105423324590 Isaac A,187.54,,
4/21/2025,Internet Banking INTERNET TRANSFER 000000125036,,100,
4/21/2025,Internet Banking INTERNET TRANSFER 000000109176,,50,
4/21/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PLUS.EXCALIDRAW 510922371882 7.00 USD @ 1.421429,9.95,,
4/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 510951270877,6.71,,
4/21/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 510916153697 6.99 EUR @ 1.620887,11.33,,
4/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 510820485406,4.47,,
4/16/2025,Internet Banking INTERNET TRANSFER 000000135861,49.36,,
4/16/2025,Internet Banking INTERNET TRANSFER 000000104561,,50,
4/16/2025,Internet Banking INTERNET BILL PAY 000000104250 SHAW CABLE,155,,
4/16/2025,Internet Banking INTERNET BILL PAY 000000104248 BELL MOBILITY / BELL MOBI,181,,
4/16/2025,Internet Banking E-TRANSFER 105418083974 YISEHAK ABDELLA,,590,
4/16/2025,Internet Banking INTERNET TRANSFER 000000120664,,149.83,
4/15/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 510577031279,4.47,,
4/15/2025,Internet Banking INTERNET TRANSFER 000000211378,,120.17,
4/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
4/14/2025,Internet Banking INTERNET TRANSFER 000000214351,69.78,,
4/14/2025,Internet Banking INTERNET TRANSFER 000000134216,,152.02,
4/14/2025,Internet Banking E-TRANSFER 105412478572 Shawn Gerty,75,,
4/14/2025,Internet Banking E-TRANSFER 105412341252 SEMIR G ABDELLA,120,,
4/11/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,79.2,,
4/11/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
4/11/2025,Internet Banking INTERNET TRANSFER 000000136927,75,,
4/11/2025,Internet Banking FULFILL REQUEST 105411795005 Cash Money,125,,
4/11/2025,Internet Banking INTERNET TRANSFER 000000126413,70,,
4/11/2025,Internet Banking E-TRANSFER 105411764692 Isaac A,850,,
4/11/2025,Internet Banking INTERNET TRANSFER 000000111550,485,,
4/11/2025,Internet Banking FULFILL REQUEST 105411754735 Cash Money,456,,
4/11/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.08,
4/11/2025,Internet Banking INTERNET TRANSFER 000000138498,9.41,,
4/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 509702627931 16.74 CAD @ 1.000000,16.74,,
4/7/2025,Internet Banking E-TRANSFER 105405758279 YISEHAK ABDELLA,,25.78,
4/7/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 509603962268,24.63,,
4/7/2025,Internet Banking INTERNET TRANSFER 000000227050,27.58,,
4/7/2025,Internet Banking E-TRANSFER 105404720346 YISEHAK ABDELLA,,75,
3/31/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,1.04,,
3/31/2025,Branch Transaction OVER LIMIT FEE,10,,
3/31/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
3/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 509013485956,5.59,,
3/31/2025,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,100,,
3/31/2025,Point of Sale - Interac RETAIL PURCHASE 000001001052 WALMART STORE #,45.62,,
3/31/2025,Point of Sale - Interac RETAIL PURCHASE 000001001635 WALMART STORE #,86.18,,
3/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508974442713,44.79,,
3/31/2025,Internet Banking INTERNET TRANSFER 000000113185,,50,
3/31/2025,Internet Banking INTERNET TRANSFER 000000137370,19.98,,
3/31/2025,Internet Banking INTERNET BILL PAY 000000104606 BELL MOBILITY / BELL MOBI,50,,
3/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SHAW CABLESYSTE 508802438228,64.44,,
3/31/2025,Internet Banking INTERNET TRANSFER 000000216952,1680,,
3/31/2025,Internet Banking E-TRANSFER 105394342551 Cash Money,,1200,
3/31/2025,Point of Sale - Interac RETAIL PURCHASE 508723302700 SAVE ON FOODS 2,18.89,,
3/31/2025,Point of Sale - Interac RETAIL PURCHASE 508723257471 SHELL C47030,82.31,,
3/31/2025,Point of Sale - Interac RETAIL PURCHASE A639HQ280000 Subway 14690,14.05,,
3/28/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,73.11,,
3/28/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
3/28/2025,Point of Sale - Interac RETAIL PURCHASE 508716650481 GFL - DUNFORD H,24.25,,
3/28/2025,Internet Banking E-TRANSFER 105392564705 Isaac A,173.36,,
3/28/2025,Internet Banking INTERNET TRANSFER 000000110542,132.59,,
3/28/2025,Internet Banking FULFILL REQUEST 105392552874 Cash Money,535.8,,
3/28/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,1964.18,
3/24/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
3/24/2025,Point of Sale - Interac RETAIL PURCHASE 508315605278 STARBUCKS COFFE,6.78,,
3/24/2025,Point of Sale - Interac RETAIL PURCHASE 508307108229 SHELL C47030,4.09,,
3/24/2025,Point of Sale - Interac RETAIL PURCHASE 508307267214 SHELL C47030,41.78,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 508306572841,405.18,,
3/24/2025,Internet Banking E-TRANSFER 105386543610 YISEHAK ABDELLA,,55,
3/24/2025,Internet Banking E-TRANSFER 105385173002 Isaac A,25,,
3/24/2025,Internet Banking E-TRANSFER 105385023945 Cash Money,,300,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508154789452,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508154785696,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508172974831,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508154773306,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508154771871,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508123510456,44.79,,
3/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508072948695,76.13,,
3/21/2025,Internet Banking E-TRANSFER 105383575850 YISEHAK ABDELLA,,200,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508030115442,44.79,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508030111312,39.19,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508072782974,44.79,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508030078472,44.79,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508023423677,44.79,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508054685425,44.79,,
3/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 508054682875,50.94,,
3/20/2025,Point of Sale - Interac RETAIL PURCHASE A5RSJVIF0000 Subway 14690,33.82,,
3/20/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507908497117,55.99,,
3/20/2025,Internet Banking E-TRANSFER 105381235625 YISEHAK ABDELLA,,399,
3/20/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507923343161,117.59,,
3/20/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507972600693,44.79,,
3/19/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507872560786,41.43,,
3/19/2025,Internet Banking E-TRANSFER 105380709366 YISEHAK ABDELLA,,510.17,
3/19/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 507800207039,6.71,,
3/19/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 507815904697 6.99 EUR @ 1.606581,11.23,,
3/18/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
3/18/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 507710524438,4.47,,
3/17/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
3/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
3/17/2025,Internet Banking E-TRANSFER 105378363123 Isaac A,145,,
3/17/2025,Internet Banking INTERNET TRANSFER 000000204917,54.51,,
3/17/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507672150175,44.79,,
3/17/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507637489127,44.79,,
3/17/2025,Internet Banking INTERNET TRANSFER 000000131478,75.91,,
3/17/2025,Internet Banking E-TRANSFER 105378222622 Cash Money,,470,
3/17/2025,Internet Banking INTERNET TRANSFER 000000214420,4,,
3/17/2025,Internet Banking E-TRANSFER 105376958155 YISEHAK ABDELLA,,4,
3/17/2025,Internet Banking INTERNET TRANSFER 000000213514,16.9,,
3/17/2025,Point of Sale - Interac RETAIL PURCHASE 507414278359 STARBUCKS COFFE,6.78,,
3/17/2025,Point of Sale - Interac RETAIL PURCHASE 000001001190 WALMART STORE #,76.32,,
3/17/2025,Internet Banking INTERNET TRANSFER 000000236527,68.24,,
3/17/2025,Internet Banking E-TRANSFER 105376417261 Cash Money,,165,
3/17/2025,Internet Banking INTERNET TRANSFER 000000214254,,90,
3/17/2025,Point of Sale - Interac RETAIL PURCHASE 507400296768 SHELL C47030,83.55,,
3/17/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507371707998,50.94,,
3/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,77.27,,
3/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
3/14/2025,Internet Banking INTERNET TRANSFER 000000103115,181.43,,
3/14/2025,Internet Banking E-TRANSFER 105374625875 Isaac A,740,,
3/14/2025,Internet Banking E-TRANSFER STOP SC105374623707,3.5,,
3/14/2025,Internet Banking E-TRANSFER STOP 105374623707,,780,
3/14/2025,Internet Banking E-TRANSFER 105374577908 Isaac A,780,,
3/14/2025,Internet Banking FULFILL REQUEST 105374571508 Cash Money,195.68,,
3/14/2025,Internet Banking FULFILL REQUEST 105374517419 Cash Money,1150,,
3/14/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.08,
3/14/2025,Internet Banking E-TRANSFER 105373790989 Cash Money,,170,
3/13/2025,Point of Sale - Interac RETAIL PURCHASE 000001001692 WALMART STORE #,87.54,,
3/13/2025,Internet Banking E-TRANSFER 105373274703 YISEHAK ABDELLA,,36,
3/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
3/12/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 507136708717,13.43,,
3/10/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
3/10/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE TU *TRANSUNION 506910956421 26.20 CAD @ 1.000000,26.2,,
3/7/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
3/7/2025,Point of Sale - Interac RETAIL PURCHASE 506618282394 SHELL C47030,23.41,,
3/7/2025,Point of Sale - Interac RETAIL PURCHASE A138P5JY0000 Subway 14690,16.64,,
3/7/2025,Point of Sale - Interac RETAIL PURCHASE 506617258074 ST. ANTHONY#S I,13.64,,
3/7/2025,Internet Banking INTERNET TRANSFER 000000226880,53.26,,
3/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 506633851337 16.74 CAD @ 1.000000,16.74,,
3/6/2025,Internet Banking INTERNET TRANSFER 000000130787,17.57,,
3/6/2025,Internet Banking FULFILL REQUEST 105364565924 Cash Money,71.43,,
3/6/2025,Internet Banking FULFILL REQUEST 105364562443 Cash Money,161,,
3/6/2025,Internet Banking E-TRANSFER 105364545125 Isaac A,150,,
3/6/2025,Internet Banking INTERNET TRANSFER 000000129433,121.53,,
3/6/2025,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,721.35,
3/6/2025,Internet Banking INTERNET TRANSFER 000000113703,1.24,,
3/5/2025,Point of Sale - Interac RETAIL PURCHASE 001001001254 7-ELEVEN STORE,66.27,,
3/5/2025,Point of Sale - Interac RETAIL PURCHASE 000001001084 WALMART STORE #,28.98,,
3/5/2025,Branch Transaction DEPOSIT,,38.62,
3/5/2025,Internet Banking E-TRANSFER 105362739198 YISEHAK ABDELLA,,75,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 506216321866 SHELL C47030,15,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 506216283779 SHELL C47030,83.55,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE A138H7790000 Subway 14690,16.64,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 506201421209 BCF - COASTAL R,16.44,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 506123336827 BCF - TSAWWASSE,86.75,,
3/3/2025,Internet Banking INTERNET TRANSFER 000000135403,,225,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 000092008928 GUSTO,28.86,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 000095050925 GUSTO,5.68,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 000026303640 AFRO HAIR STUDI,154.51,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 506011767131 STARBUCKS COFFE,6.99,,
3/3/2025,Internet Banking E-TRANSFER 105358103081 Isaac A,229.71,,
3/3/2025,Internet Banking INTERNET TRANSFER 000000121087,238.96,,
3/3/2025,Internet Banking E-TRANSFER 105358089127 Jenny Phan,35,,
3/3/2025,Internet Banking INTERNET TRANSFER 000000108675,550,,
3/3/2025,Internet Banking E-TRANSFER 105358076804 Cash Money,,1150,
3/3/2025,Internet Banking FULFILL REQUEST 105358027843 Cash Money,198.58,,
3/3/2025,Internet Banking INTERNET TRANSFER 000000112345,,195,
3/3/2025,Internet Banking INTERNET TRANSFER 000000136131,,55,
3/3/2025,Internet Banking INTERNET TRANSFER 000000135127,,150,
3/3/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 506014802142,5.59,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 505922346246 BCF-SWARTZ BAY,86.5,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 505922330106 SHELL C47030,86.78,,
3/3/2025,Internet Banking INTERNET TRANSFER 000000203790,,150,
3/3/2025,Internet Banking E-TRANSFER 105356767524 Isaac A,50,,
3/3/2025,Point of Sale - Interac RETAIL PURCHASE 137679696568 SQ *BCMA VICTOR,56,,
2/28/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.58,,
2/28/2025,Branch Transaction OVER LIMIT FEE,10,,
2/28/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
2/28/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,78.57,,
2/28/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
2/28/2025,Point of Sale - Interac RETAIL PURCHASE 505913735479 STARBUCKS COFFE,6.78,,
2/28/2025,Point of Sale - Interac RETAIL PURCHASE 000088304007 THE B.C MUSLIM,20,,
2/28/2025,Internet Banking INTERNET TRANSFER 000000126416,75,,
2/28/2025,Internet Banking INTERNET TRANSFER 000000116700,1650,,
2/28/2025,Internet Banking FULFILL REQUEST 105356284346 Cash Money,285,,
2/28/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.87,
2/28/2025,Internet Banking INTERNET TRANSFER 000000109196,,1.73,
2/27/2025,Point of Sale - Interac RETAIL PURCHASE 505818244293 11199 MACS CONV,29.4,,
2/27/2025,Point of Sale - Interac RETAIL PURCHASE 000001291144 ITALIAN FOOD IM,39.3,,
2/27/2025,Internet Banking INTERNET TRANSFER 000000110474,26.28,,
2/26/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
2/26/2025,Internet Banking E-TRANSFER 105353346823 Isaac A,60,,
2/25/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 505610076666,5000,,
2/25/2025,Internet Banking E-TRANSFER 105351392222 Cash Money,,250,
2/25/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 505676371377,101.9,,
2/21/2025,Internet Banking E-TRANSFER 105346548007 SEMIR G ABDELLA,160,,
2/21/2025,Internet Banking E-TRANSFER 105346543179 YISEHAK ABDELLA,,29,
2/21/2025,Internet Banking FULFILL REQUEST 105346540619 SEMIR G ABDELLA,140,,
2/21/2025,Internet Banking E-TRANSFER 105346535831 Cash Money,,120,
2/20/2025,Internet Banking E-TRANSFER 105346074682 YISEHAK ABDELLA,,299,
2/20/2025,Internet Banking INTERNET TRANSFER 000000106918,336.67,,
2/19/2025,Internet Banking INTERNET TRANSFER 000000223900,414.88,,
2/19/2025,Internet Banking E-TRANSFER 105344696359 YISEHAK ABDELLA,,546.74,
2/19/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 505001330990,6.71,,
2/19/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 505002262292 6.99 EUR @ 1.526466,10.67,,
2/18/2025,Internet Banking INTERNET DEPOSIT 000000120081,,5000,
2/18/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
2/18/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 504900879135,4.47,,
2/18/2025,Internet Banking FULFILL REQUEST 105342498109 SEMIR G ABDELLA,220,,
2/18/2025,Internet Banking INTERNET BILL PAY 000000232045 BELL MOBILITY / BELL MOBI,124,,
2/18/2025,Internet Banking E-TRANSFER 105339606188 Isaac A,150,,
2/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,77.67,,
2/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
2/14/2025,Internet Banking E-TRANSFER 105339095313 Isaac A,940,,
2/14/2025,Internet Banking INTERNET TRANSFER 000000202477,490.9,,
2/14/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.07,
2/13/2025,Internet Banking E-TRANSFER 105337658891 YISEHAK ABDELLA,,89.08,
2/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,61.61,,
2/10/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
2/10/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE TU *TRANSUNION 504170884653 26.20 CAD @ 1.000000,26.2,,
2/7/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
2/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 503815420331 16.74 CAD @ 1.000000,16.74,,
2/3/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
2/3/2025,Internet Banking FULFILL REQUEST 105323067989 SEMIR G ABDELLA,444,,
2/3/2025,Internet Banking E-TRANSFER 105323050312 Jenny Phan,1650,,
1/31/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.45,,
1/31/2025,Branch Transaction OVER LIMIT FEE,5,,
1/31/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
1/31/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,250,,
1/31/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.87,
1/29/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
1/29/2025,Internet Banking FULFILL REQUEST 105317925345 SEMIR G ABDELLA,105,,
1/28/2025,Internet Banking FULFILL REQUEST 105316408328 Cash Money,121.08,,
1/28/2025,Internet Banking INTERNET TRANSFER 000000131409,712.08,,
1/28/2025,Internet Banking E-TRANSFER 105316401623 Isaac A,640,,
1/28/2025,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,1500,
1/24/2025,Internet Banking FULFILL REQUEST 105312382189 SEMIR G ABDELLA,115,,
1/21/2025,Internet Banking E-TRANSFER 105308499872 NHUPHAN,,121.95,
1/21/2025,Internet Banking E-TRANSFER 105308086451 YISEHAK ABDELLA,,150,
1/20/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 000000000000000 B.C. HYDRO & POWER AUTHORITY,304.87,,
1/20/2025,Internet Banking INTERNET TRANSFER 000000100322,104.1,,
1/20/2025,Internet Banking E-TRANSFER 105306633258 Cash Money,,278.1,
1/20/2025,Internet Banking FULFILL REQUEST 105306628029 SEMIR G ABDELLA,105,,
1/20/2025,Internet Banking INTERNET TRANSFER 000000125938,,36.81,
1/20/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 501917183289,6.71,,
